departure_id,departure_city,departure_name,departure_latitude,departure_longitude,destination_id,destination_city,destination_name,destination_latitude,destination_longitude,distance,new_dep_latitude,new_dep_longitude,new_dest_latitude,new_dest_longitude,new_distance,color,emissions
7300408.0,Piraeus,Piraeus Port,37.949032,23.643689,7300001.0,Athens,Athens,37.992414,23.720133,8.256621596182663,37.94203,23.64619,37.97945,23.71622,7.416654303345476,#3333FF,13321.469829207332
7300001.0,Athens,Athens,37.992414,23.720133,7300008.0,Thessaloniki,Thessaloniki,40.6446,22.929891,302.6391597219488,37.97945,23.71622,40.64361,22.93086,303.84460570120183,#3333FF,11882.01939649364
7350071.0,Sitia,Sitia,35.212437,26.111596,7350001.0,Piraeus,Piraeus LimÃ¡ni,37.948052,23.641666,375.6892732430256,35.20783,26.10467,37.94203,23.64619,374.9716630600999,#3333FF,13125.965256876589
8002549.0,Hamburg,Hamburg Hbf,53.553533,10.00636,8000013.0,Augsburg,Augsburg Hbf,48.365247,10.885595,580.1758875877953,53.57532,10.01534,48.37154,10.89851,581.9161303126065,#3333FF,12317.263105913891
8302956.0,Venice,Venezia Ferryport,45.43826,12.307779,7300021.0,Patras,Patras Ferryport,38.226385,21.71917,1117.0239099455257,45.43713,12.33265,38.24444,21.73444,1114.875472190162,#3333FF,12154.12127841325
7300104.0,Kiato,Kiato,38.013997,22.73469,7300001.0,Athens,Athens,37.992414,23.720133,86.37644022610408,38.01321,22.74839,37.97945,23.71622,84.8908724210225,#3333FF,13050.988168508458
7350001.0,Piraeus,Piraeus LimÃ¡ni,37.948052,23.641666,7350049.0,Karpathos,Karpathos,35.509441,27.215552,418.2356352908316,37.94203,23.64619,35.50701,27.21322,417.5252179621562,#3333FF,13963.321762204214
7350001.0,Piraeus,Piraeus LimÃ¡ni,37.948052,23.641666,7350008.0,Chania,Chania,35.488891,24.075557,276.16637623472224,37.94203,23.64619,35.51124,24.02921,272.4376640185679,#3333FF,13027.975818816476
7350001.0,Piraeus,Piraeus LimÃ¡ni,37.948052,23.641666,7350012.0,Kalymnos,Kalymnos,36.946663,26.984718,315.40457792381926,37.94203,23.64619,36.9503,26.98388,314.58831900832035,#3333FF,12285.400150916048
7350001.0,Piraeus,Piraeus LimÃ¡ni,37.948052,23.641666,7350016.0,Mykonos,Mykonos,37.46472,25.323889,157.4430265624564,37.94203,23.64619,37.44529,25.32872,158.00721690397864,#3333FF,13549.31900734476
7300001.0,Athens,Athens,37.992414,23.720133,7300006.0,Larissa,Larissa,39.627165,22.414926,214.0781920492437,37.97945,23.71622,39.63689,22.41761,215.92734280702544,#3333FF,12229.497206365117
