,departure_id,departure_city,departure_name,departure_latitude,departure_longitude,destination_id,destination_city,destination_name,destination_latitude,destination_longitude,distance
59,8300263,Roma,Roma Termini,41.900492,12.502791,8300046,Milano,Milano Centrale,45.487143,9.204828,478.81679180563737
60,8300046,Milano,Milano Centrale,45.487143,9.204828,8000105,Frankfurt,Frankfurt(Main)Hbf,50.106817,8.663003,515.2722058246248
61,8000105,Frankfurt,Frankfurt(Main)Hbf,50.106817,8.663003,8098160,Berlin,Berlin Hbf (tief),52.52585,13.368892,423.30901973909664
62,8010085,Dresden,Dresden Hbf,51.040221,13.731409,8010101,Erfurt,Erfurt Hbf,50.97255,11.038502,188.55591449344263
63,8010101,Erfurt,Erfurt Hbf,50.97255,11.038502,8000261,München,München Hbf,48.140364,11.558744,317.15028969367097
64,8000261,München,München Hbf,48.140364,11.558744,8000262,München,München Ost,48.127302,11.604993,3.7268411135443604
65,8000262,München,München Ost,48.127302,11.604993,8300093,Venezia,Venezia Mestre,45.481903,12.231901,297.99674795837194
66,8300093,Venezia,Venezia Mestre,45.481903,12.231901,8300263,Roma,Roma Termini,41.900492,12.502791,398.8291596674816
67,8300263,Roma,Roma Termini,41.900492,12.502791,8300293,Bari,Bari Centrale,41.117703,16.870173,373.88956641292623
68,8300293,Bari,Bari Centrale,41.117703,16.870173,8302483,Bari,Bari Ferryport,41.136751,16.843493,3.078925134438952
69,8302483,Bari,Bari Ferryport,41.136751,16.843493,7389004,Igoumenitsa,Igoumenitsa Hafen,39.489163,20.258333,342.5900511484789
70,7389004,Igoumenitsa,Igoumenitsa Hafen,39.489163,20.258333,7350006,Corfu,Corfu,39.629997,19.901111,34.39534808856661
71,8300263,Roma,Roma Termini,41.900492,12.502791,8000261,München,München Hbf,48.140364,11.558744,697.7827484777281
73,8000249,Memmingen,Memmingen,47.985848,10.186954,8000261,München,München Hbf,48.140364,11.558744,103.37792954034845
75,1000094,Helsinki,Helsinki,60.171742,24.941443,1000085,Riihimäki,Riihimäki,60.735177,24.781318,63.26332265102547
76,1000085,Riihimäki,Riihimäki,60.735177,24.781318,1000039,Toijala,Toijala,61.170264,23.860544,69.3658302432135
77,1000039,Toijala,Toijala,61.170264,23.860544,1000093,Turku,Turku satama/Åbo hamn,60.43473,22.223249,120.7281248177892
78,1000093,Turku,Turku satama/Åbo hamn,60.43473,22.223249,7400151,Stockholm,Stockholm Stadsgården (Viking),59.316886,18.095555,261.68220529440316
79,7400151,Stockholm,Stockholm Stadsgården (Viking),59.316886,18.095555,7400002,Stockholm,Stockholm Central,59.33001,18.05763,2.5997337814725485
83,8600623,Fredericia,Fredericia st,55.568087,9.738814,8002549,Hamburg,Hamburg Hbf,53.553533,10.00636,224.67091152193728
84,8002549,Hamburg,Hamburg Hbf,53.553533,10.00636,8098160,Berlin,Berlin Hbf (tief),52.52585,13.368892,252.15058597784912
85,7350010,Heraklion,Heraklion,35.342502,25.142496,7350001,Piraeus,Piraeus Limáni,37.948052,23.641666,319.15574663509125
86,7350001,Piraeus,Piraeus Limáni,37.948052,23.641666,7300408,Piräus,Piräus Port,37.949032,23.643689,0.20818310353061814
87,7300408,Piräus,Piräus Port,37.949032,23.643689,7300104,Kiato,Kiato,38.013997,22.73469,79.99560919016822
88,7300104,Kiato,Kiato,38.013997,22.73469,7300052,Patras,Patras,38.249667,21.734694,91.30546086240268
89,7300052,Patras,Patras,38.249667,21.734694,7300021,Patras,Patras Ferryport,38.226385,21.71917,2.9223907612492037
90,7300021,Patras,Patras Ferryport,38.226385,21.71917,8302483,Bari,Bari Ferryport,41.136751,16.843493,527.8841417737615
91,8302483,Bari,Bari Ferryport,41.136751,16.843493,8300293,Bari,Bari Centrale,41.117703,16.870173,3.078925134438952
92,8300293,Bari,Bari Centrale,41.117703,16.870173,8300217,Bologna,Bologna Centrale,44.506142,11.343407,587.299052630346
98,8100085,Klagenfurt,Klagenfurt Hbf,46.615586,14.313569,8100002,Salzburg,Salzburg Hbf,47.813848,13.045514,164.0863039747495
101,8000261,München,München Hbf,48.140364,11.558744,8000284,Nürnberg,Nürnberg Hbf,49.445435,11.08227,149.2548162205043
102,8000284,Nürnberg,Nürnberg Hbf,49.445435,11.08227,8098160,Berlin,Berlin Hbf (tief),52.52585,13.368892,378.0310907380524
104,7800495,Split,Split Predgrade,43.521967,16.455662,7800020,Zagreb,Zagreb Glavni kolodvor,45.804436,15.978704,256.58542563672825
105,7800020,Zagreb,Zagreb Glavni kolodvor,45.804436,15.978704,8000261,München,München Hbf,48.140364,11.558744,424.0680422670787
107,8098160,Berlin,Berlin Hbf (tief),52.52585,13.368892,8000105,Frankfurt,Frankfurt(Main)Hbf,50.106817,8.663003,423.30901973909664
108,8000105,Frankfurt,Frankfurt(Main)Hbf,50.106817,8.663003,8500010,Basel,Basel SBB,47.547408,7.589548,295.23393914176467
109,8500010,Basel,Basel SBB,47.547408,7.589548,8700031,Mulhouse,Mulhouse Ville,47.741953,7.343045,28.442589147069892
110,8700031,Mulhouse,Mulhouse Ville,47.741953,7.343045,8700151,Nîmes,Nîmes,43.8324,4.366169,492.1087676398961
111,8700151,Nîmes,Nîmes,43.8324,4.366169,7100064,Barcelona,Barcelona Sants,41.378911,2.140368,328.01350440191425
112,7100064,Barcelona,Barcelona Sants,41.378911,2.140368,7100049,Madrid,Madrid-Puerta de Atocha,40.405964,-3.689757,501.75343804898114
113,7100049,Madrid,Madrid-Puerta de Atocha,40.405964,-3.689757,7100045,Malaga,Malaga,36.71182,-4.43214,415.8060170255378
114,8098160,Berlin,Berlin Hbf (tief),52.52585,13.368892,8000026,Basel,Basel Bad Bf,47.567679,7.607886,687.4141510723578
115,8000026,Basel,Basel Bad Bf,47.567679,7.607886,8592321,Basel,"Basel, Badischer Bahnhof",47.56642,7.607418,0.14433054758252248
116,8592321,Basel,"Basel, Badischer Bahnhof",47.56642,7.607418,8578143,Basel,"Basel, Bahnhof SBB",47.548289,7.590294,2.3907634700954685
117,8578143,Basel,"Basel, Bahnhof SBB",47.548289,7.590294,8500010,Basel,Basel SBB,47.547408,7.589548,0.11283432328499797
118,8500010,Basel,Basel SBB,47.547408,7.589548,8503000,Zürich,Zürich HB,47.378177,8.540211,73.90184458361075
119,8503000,Zürich,Zürich HB,47.378177,8.540211,8300418,Milano,Milano Rogoredo,45.433667,9.239014,222.75667995482698
120,8300418,Milano,Milano Rogoredo,45.433667,9.239014,8300186,Ancona,Ancona,43.607598,13.497798,393.915072302721
127,8300418,Milano,Milano Rogoredo,45.433667,9.239014,8300217,Bologna,Bologna Centrale,44.506142,11.343407,195.0368494523943
128,8098160,Berlin,Berlin Hbf (tief),52.52585,13.368892,8002549,Hamburg,Hamburg Hbf,53.553533,10.00636,252.15058597784918
129,8002549,Hamburg,Hamburg Hbf,53.553533,10.00636,8503000,Zürich,Zürich HB,47.378177,8.540211,694.4246165112157
130,8503000,Zürich,Zürich HB,47.378177,8.540211,8300062,Milano,Milano Lambrate,45.485067,9.237225,217.17349903554359
131,8300062,Milano,Milano Lambrate,45.485067,9.237225,8300046,Milano,Milano Centrale,45.487143,9.204828,2.536093623314092
132,8300046,Milano,Milano Centrale,45.487143,9.204828,8300342,Villa,Villa S.Giovanni,38.219733,15.634003,967.0266808675774
133,8300342,Villa,Villa S.Giovanni,38.219733,15.634003,8300331,Messina,Messina Marittima,38.187516,15.563752,7.107321720900882
134,8300331,Messina,Messina Marittima,38.187516,15.563752,8300332,Messina,Messina Centrale,38.184541,15.561793,0.3724876562007134
135,8300332,Messina,Messina Centrale,38.184541,15.561793,8300307,Catania,Catania Centrale,37.506574,15.100161,85.59271918439407
136,8098160,Berlin,Berlin Hbf (tief),52.52585,13.368892,8503000,Zürich,Zürich HB,47.378177,8.540211,668.2252483539515
137,8503000,Zürich,Zürich HB,47.378177,8.540211,8300046,Milano,Milano Centrale,45.487143,9.204828,216.3518316076965
138,8300046,Milano,Milano Centrale,45.487143,9.204828,8300263,Roma,Roma Termini,41.900492,12.502791,478.81679180563737
139,8098160,Berlin,Berlin Hbf (tief),52.52585,13.368892,8000261,München,München Hbf,48.140364,11.558744,504.2418498338116
140,8000261,München,München Hbf,48.140364,11.558744,8000057,Buchloe,Buchloe,48.033734,10.71623,63.69346105414255
142,8011160,Berlin,Berlin Hbf,52.524924,13.369629,7400002,Stockholm,Stockholm Central,59.33001,18.05763,810.60469405118
143,7400002,Stockholm,Stockholm Central,59.33001,18.05763,7400151,Stockholm,Stockholm Stadsgården (Viking),59.316886,18.095555,2.599733781472548
144,7400151,Stockholm,Stockholm Stadsgården (Viking),59.316886,18.095555,1000260,Helsinki,Helsinki-Katajanokka,60.163382,24.969364,396.2982083446032
145,8098160,Berlin,Berlin Hbf (tief),52.52585,13.368892,8000013,Augsburg,Augsburg Hbf,48.365247,10.885595,494.85177924451625
150,8302483,Bari,Bari Ferryport,41.136751,16.843493,7300021,Patras,Patras Ferryport,38.226385,21.71917,527.8841417737615
151,7300021,Patras,Patras Ferryport,38.226385,21.71917,7300052,Patras,Patras,38.249667,21.734694,2.9223907612492037
152,7300052,Patras,Patras,38.249667,21.734694,7300104,Kiato,Kiato,38.013997,22.73469,91.30546086240268
153,7300104,Kiato,Kiato,38.013997,22.73469,7300408,Piräus,Piräus Port,37.949032,23.643689,79.99560919016822
154,7300408,Piräus,Piräus Port,37.949032,23.643689,7350001,Piraeus,Piraeus Limáni,37.948052,23.641666,0.20818310353061814
155,7350001,Piraeus,Piraeus Limáni,37.948052,23.641666,7350010,Heraklion,Heraklion,35.342502,25.142496,319.15574663509125
156,8011160,Berlin,Berlin Hbf,52.524924,13.369629,5400202,Breclav,Breclav,48.753904,16.893239,487.2768579558651
157,5400202,Breclav,Breclav,48.753904,16.893239,8103000,Wien,Wien Hbf,48.184923,16.375865,73.87589515991095
158,8103000,Wien,Wien Hbf,48.184923,16.375865,8100085,Klagenfurt,Klagenfurt Hbf,46.615586,14.313569,233.5284202417108
159,8098160,Berlin,Berlin Hbf (tief),52.52585,13.368892,8000284,Nürnberg,Nürnberg Hbf,49.445435,11.08227,378.0310907380524
161,8000013,Augsburg,Augsburg Hbf,48.365247,10.885595,7800020,Zagreb,Zagreb Glavni kolodvor,45.804436,15.978704,479.18933949780313
162,7800020,Zagreb,Zagreb Glavni kolodvor,45.804436,15.978704,7800495,Split,Split Predgrade,43.521967,16.455662,256.58542563672825
165,8103000,Wien,Wien Hbf,48.184923,16.375865,8098160,Berlin,Berlin Hbf (tief),52.52585,13.368892,527.6127058935058
166,7350009,Chios,Chios,38.372226,26.137224,7350001,Piraeus,Piraeus Limáni,37.948052,23.641666,223.22133201001563
168,7300408,Piräus,Piräus Port,37.949032,23.643689,7300001,Athens,Athens,37.992414,23.720133,8.256621596182663
169,7300001,Athens,Athens,37.992414,23.720133,7300008,Thessaloniki,Thessaloniki,40.6446,22.929891,302.6391597219488
170,7350071,Sitia,Sitia,35.212437,26.111596,7350001,Piraeus,Piraeus Limáni,37.948052,23.641666,375.68927324302564
173,7300008,Thessaloniki,Thessaloniki,40.6446,22.929891,7300001,Athens,Athens,37.992414,23.720133,302.6391597219488
174,7300001,Athens,Athens,37.992414,23.720133,7300408,Piräus,Piräus Port,37.949032,23.643689,8.256621596182663
176,7350001,Piraeus,Piraeus Limáni,37.948052,23.641666,7350009,Chios,Chios,38.372226,26.137224,223.22133201001563
181,8002549,Hamburg,Hamburg Hbf,53.553533,10.00636,8000013,Augsburg,Augsburg Hbf,48.365247,10.885595,580.1758875877953
182,8000013,Augsburg,Augsburg Hbf,48.365247,10.885595,8300094,Venezia,Venezia Santa Lucia,45.441397,12.320462,342.88858063762086
183,8300094,Venezia,Venezia Santa Lucia,45.441397,12.320462,8302956,Venezia,Venezia Ferryport,45.43826,12.307779,1.0492184925227388
184,8302956,Venezia,Venezia Ferryport,45.43826,12.307779,7300021,Patras,Patras Ferryport,38.226385,21.71917,1117.0239099455257
187,7300104,Kiato,Kiato,38.013997,22.73469,7300001,Athens,Athens,37.992414,23.720133,86.37644022610408
191,7350001,Piraeus,Piraeus Limáni,37.948052,23.641666,7350049,Karpathos,Karpathos,35.509441,27.215552,418.23563529083157
194,7350001,Piraeus,Piraeus Limáni,37.948052,23.641666,7350008,Chania,Chania,35.488891,24.075557,276.16637623472224
195,7300001,Athens,Athens,37.992414,23.720133,7300104,Kiato,Kiato,38.013997,22.73469,86.37644022610408
200,8300293,Bari,Bari Centrale,41.117703,16.870173,8300263,Roma,Roma Termini,41.900492,12.502791,373.8895664129263
209,7350001,Piraeus,Piraeus Limáni,37.948052,23.641666,7350012,Kalymnos,Kalymnos,36.946663,26.984718,315.40457792381926
212,7350001,Piraeus,Piraeus Limáni,37.948052,23.641666,7350016,Mykonos,Mykonos,37.46472,25.323889,157.4430265624564
213,7300001,Athens,Athens,37.992414,23.720133,7300006,Larissa,Larissa,39.627165,22.414926,214.07819204924374
214,7300006,Larissa,Larissa,39.627165,22.414926,7300035,Volos,Volos,39.36468,22.936831,53.45403243580166
215,7300035,Volos,Volos,39.36468,22.936831,7350025,Volos,Volos Limáni,39.357498,22.94333,0.9746518965462093
216,7350025,Volos,Volos Limáni,39.357498,22.94333,7350072,Skiathos,Skiathos,39.162504,23.490836,51.88566334924416
219,7350001,Piraeus,Piraeus Limáni,37.948052,23.641666,7350037,Astypalea,Astypalea,36.573332,26.34056,283.5563765950074
222,7350001,Piraeus,Piraeus Limáni,37.948052,23.641666,7350014,Kos,Kos(GR),36.898058,27.29028,342.6715779723505
225,7350001,Piraeus,Piraeus Limáni,37.948052,23.641666,7350057,Leros,Leros,37.127778,26.848891,297.113809896184
231,8300293,Bari,Bari Centrale,41.117703,16.870173,8300046,Milano,Milano Centrale,45.487143,9.204828,787.3158280916244
232,8300046,Milano,Milano Centrale,45.487143,9.204828,8300146,Ventimiglia,Ventimiglia,43.792587,7.609953,226.7643602259222
233,8300146,Ventimiglia,Ventimiglia,43.792587,7.609953,8700171,Nice,Nice Ville,43.704825,7.261765,29.621773718592515
234,8700171,Nice,Nice Ville,43.704825,7.261765,8700074,Marseille,Marseille-St-Charles,43.303816,5.38195,158.028182351625
235,8700074,Marseille,Marseille-St-Charles,43.303816,5.38195,8700073,Narbonne,Narbonne,43.1904,3.006011,192.8454008706156
236,8700073,Narbonne,Narbonne,43.1904,3.006011,7100064,Barcelona,Barcelona Sants,41.378911,2.140368,213.64183308605297
238,7100049,Madrid,Madrid-Puerta de Atocha,40.405964,-3.689757,7100500,Madrid,Madrid-Atocha Cercanías,40.406287,-3.690539,0.07532683238632844
241,7350001,Piraeus,Piraeus Limáni,37.948052,23.641666,7350017,Mytilene,Mytilene,39.104721,26.562774,284.7822441514386
244,7350001,Piraeus,Piraeus Limáni,37.948052,23.641666,7350022,Syros,Syros,37.443335,24.943052,127.51503522896965
245,7350022,Syros,Syros,37.443335,24.943052,7350026,Milos,Milos,36.723892,24.444726,91.39874500276572
254,8100002,Salzburg,Salzburg Hbf,47.813848,13.045514,8000262,München,München Ost,48.127302,11.604993,112.76131799226647
255,8000262,München,München Ost,48.127302,11.604993,8004135,München,München Marienplatz,48.137244,11.574852,2.4951234182546322
256,8004135,München,München Marienplatz,48.137244,11.574852,624885,München,"Marienplatz, München",48.137829,11.576596,0.14484265886644304
257,624885,München,"Marienplatz, München",48.137829,11.576596,624483,Fröttmaning,"Fröttmaning, München",48.211891,11.616769,8.757523439585478
264,8300046,Milano,Milano Centrale,45.487143,9.204828,8300057,Domodossola,Domodossola,46.115292,8.296235,99.19297533514664
265,8300057,Domodossola,Domodossola,46.115292,8.296235,8501120,Lausanne,Lausanne,46.516795,6.629095,135.59367484969394
266,8501120,Lausanne,Lausanne,46.516795,6.629095,8500109,Delémont,Delémont,47.362015,7.350066,108.76057539834729
267,8500109,Delémont,Delémont,47.362015,7.350066,8718440,Meroux,Meroux,47.586008,6.898034,42.12607165289146
268,8718440,Meroux,Meroux,47.586008,6.898034,8730082,Belfort,Belfort-Montbéliard TGV,47.585936,6.89763,0.031339507197425495
269,8730082,Belfort,Belfort-Montbéliard TGV,47.585936,6.89763,8700012,Paris,Paris Gare de Lyon,48.844839,2.374069,363.1470800195174
270,8700012,Paris,Paris Gare de Lyon,48.844839,2.374069,8700013,Paris,Paris Montparnasse,48.840488,2.319577,4.016999101499759
271,8700013,Paris,Paris Montparnasse,48.840488,2.319577,8700020,Nantes,Nantes,47.21709,-1.54147,339.0840121168094
274,7350001,Piraeus,Piraeus Limáni,37.948052,23.641666,7350019,Paros,Paros,37.086391,25.149166,163.8782056145781
283,8100002,Salzburg,Salzburg Hbf,47.813848,13.045514,8103000,Wien,Wien Hbf,48.184923,16.375865,251.18500815503234
284,8103000,Wien,Wien Hbf,48.184923,16.375865,5400202,Breclav,Breclav,48.753904,16.893239,73.87589515991095
285,5400202,Breclav,Breclav,48.753904,16.893239,5400014,Praha,Praha hl.n.,50.083058,14.436038,231.14061941678776
288,7350001,Piraeus,Piraeus Limáni,37.948052,23.641666,7350021,Rhodes,Rhodes,36.441388,28.237221,440.1186842929644
315,8300293,Bari,Bari Centrale,41.117703,16.870173,8300098,Padova,Padova,45.417828,11.88062,625.7075730857136
316,8300098,Padova,Padova,45.417828,11.88062,8103000,Wien,Wien Hbf,48.184923,16.375865,460.01448590611886
318,5400202,Breclav,Breclav,48.753904,16.893239,5100172,Warszawa,Warszawa Gdanska,52.259185,20.993714,485.63949787342244
319,8700047,Bordeaux,Bordeaux-St-Jean,44.82649,-0.55592,8700013,Paris,Paris Montparnasse,48.840488,2.319577,496.96286850463764
320,8700013,Paris,Paris Montparnasse,48.840488,2.319577,8700012,Paris,Paris Gare de Lyon,48.844839,2.374069,4.016999101499758
321,8700012,Paris,Paris Gare de Lyon,48.844839,2.374069,8300046,Milano,Milano Centrale,45.487143,9.204828,636.8284514397106
322,8300046,Milano,Milano Centrale,45.487143,9.204828,8300293,Bari,Bari Centrale,41.117703,16.870173,787.3158280916244
330,7350008,Chania,Chania,35.488891,24.075557,7350001,Piraeus,Piraeus Limáni,37.948052,23.641666,276.16637623472224
337,8601309,Koebenhavn,Koebenhavn H,55.672722,12.564618,8002549,Hamburg,Hamburg Hbf,53.553533,10.00636,287.4715442527378
338,8002549,Hamburg,Hamburg Hbf,53.553533,10.00636,8000261,München,München Hbf,48.140364,11.558744,611.6644616844644
366,8300046,Milano,Milano Centrale,45.487143,9.204828,8505213,Bellinzona,Bellinzona,46.19543,9.029521,79.92005366985376
367,8505213,Bellinzona,Bellinzona,46.19543,9.029521,8500010,Basel,Basel SBB,47.547408,7.589548,185.95507792550265
368,8500010,Basel,Basel SBB,47.547408,7.589548,8700023,Strasbourg,Strasbourg,48.585339,7.734067,115.9111398046906
369,8700023,Strasbourg,Strasbourg,48.585339,7.734067,8700011,Paris,Paris Est,48.876976,2.35912,395.46493951648534
370,8700011,Paris,Paris Est,48.876976,2.35912,8700013,Paris,Paris Montparnasse,48.840488,2.319577,4.982982775274774
371,8700013,Paris,Paris Montparnasse,48.840488,2.319577,8700047,Bordeaux,Bordeaux-St-Jean,44.82649,-0.55592,496.96286850463764
386,7350010,Heraklion,Heraklion,35.342502,25.142496,7350023,Santorini,Santorini,36.385835,25.428335,118.83819059487409
387,7350023,Santorini,Santorini,36.385835,25.428335,7350021,Rhodes,Rhodes,36.441388,28.237221,251.41855834990577
419,7350012,Kalymnos,Kalymnos,36.946663,26.984718,7350001,Piraeus,Piraeus Limáni,37.948052,23.641666,315.4045779238192
422,7350012,Kalymnos,Kalymnos,36.946663,26.984718,7350057,Leros,Leros,37.127778,26.848891,23.471927432902124
423,7350057,Leros,Leros,37.127778,26.848891,7350014,Kos,Kos(GR),36.898058,27.29028,46.78002733155846
425,7350016,Mykonos,Mykonos,37.46472,25.323889,7350001,Piraeus,Piraeus Limáni,37.948052,23.641666,157.4430265624564
428,7350071,Sitia,Sitia,35.212437,26.111596,7350023,Santorini,Santorini,36.385835,25.428335,144.29414337062346
429,7350023,Santorini,Santorini,36.385835,25.428335,7350050,Kasos,Kasos,35.416663,26.924167,172.52468102432405
430,7350072,Skiathos,Skiathos,39.162504,23.490836,7350025,Volos,Volos Limáni,39.357498,22.94333,51.88566334924416
431,7350025,Volos,Volos Limáni,39.357498,22.94333,7300035,Volos,Volos,39.36468,22.936831,0.9746518965462093
432,7300035,Volos,Volos,39.36468,22.936831,7300006,Larissa,Larissa,39.627165,22.414926,53.45403243580166
433,7300006,Larissa,Larissa,39.627165,22.414926,7300001,Athens,Athens,37.992414,23.720133,214.07819204924374
434,7350014,Kos,Kos(GR),36.898058,27.29028,7350001,Piraeus,Piraeus Limáni,37.948052,23.641666,342.6715779723505
437,7350014,Kos,Kos(GR),36.898058,27.29028,7350012,Kalymnos,Kalymnos,36.946663,26.984718,27.695327683121647
438,7350014,Kos,Kos(GR),36.898058,27.29028,7350021,Rhodes,Rhodes,36.441388,28.237221,98.54564120263048
439,7350051,Kastellorizo,Kastellorizo,36.150003,29.592219,7350021,Rhodes,Rhodes,36.441388,28.237221,125.68188947929723
440,7350057,Leros,Leros,37.127778,26.848891,7350001,Piraeus,Piraeus Limáni,37.948052,23.641666,297.11380989618397
443,7100500,Madrid,Madrid-Atocha Cercanías,40.406287,-3.690539,7100049,Madrid,Madrid-Puerta de Atocha,40.405964,-3.689757,0.07532683238632844
445,7100064,Barcelona,Barcelona Sants,41.378911,2.140368,8704943,Valence,Valence TGV,44.991316,4.978927,462.86551601135017
446,8704943,Valence,Valence TGV,44.991316,4.978927,8700055,Chambéry,Chambéry-Challes-les-Eaux,45.571498,5.919756,97.8782699319829
447,8700055,Chambéry,Chambéry-Challes-les-Eaux,45.571498,5.919756,8300522,Torino,Torino Porta Susa,45.071833,7.665165,147.3360420996549
448,8300522,Torino,Torino Porta Susa,45.071833,7.665165,8300001,Torino,Torino Porta Nuova,45.061001,7.677714,1.5562856253575938
449,8300001,Torino,Torino Porta Nuova,45.061001,7.677714,8300293,Bari,Bari Centrale,41.117703,16.870173,864.9391458116979
455,7350017,Mytilene,Mytilene,39.104721,26.562774,7350001,Piraeus,Piraeus Limáni,37.948052,23.641666,284.7822441514386
462,637184,Fröttmaning,"Fröttmaning, München",48.211945,11.616598,624886,München,"Marienplatz, München",48.138116,11.575284,8.762381112728276
463,624886,München,"Marienplatz, München",48.138116,11.575284,8004135,München,München Marienplatz,48.137244,11.574852,0.10212370887231982
464,8004135,München,München Marienplatz,48.137244,11.574852,8000262,München,München Ost,48.127302,11.604993,2.4951234182546322
498,8700020,Nantes,Nantes,47.21709,-1.54147,8700013,Paris,Paris Montparnasse,48.840488,2.319577,339.0840121168094
507,8000284,Nürnberg,Nürnberg Hbf,49.445435,11.08227,8000013,Augsburg,Augsburg Hbf,48.365247,10.885595,120.96841864743386
517,7350019,Paros,Paros,37.086391,25.149166,7350001,Piraeus,Piraeus Limáni,37.948052,23.641666,163.8782056145781
520,5400014,Praha,Praha hl.n.,50.083058,14.436038,8100013,Linz,Linz Hbf,48.290178,14.292129,199.6332062415363
521,8100013,Linz,Linz Hbf,48.290178,14.292129,8300093,Venezia,Venezia Mestre,45.481903,12.231901,349.28642493463116
529,7350021,Rhodes,Rhodes,36.441388,28.237221,7350001,Piraeus,Piraeus Limáni,37.948052,23.641666,440.1186842929644
534,7350021,Rhodes,Rhodes,36.441388,28.237221,7350014,Kos,Kos(GR),36.898058,27.29028,98.54564120263048
535,7350021,Rhodes,Rhodes,36.441388,28.237221,7350051,Kastellorizo,Kastellorizo,36.150003,29.592219,125.68188947929723
544,7300021,Patras,Patras Ferryport,38.226385,21.71917,8302956,Venezia,Venezia Ferryport,45.43826,12.307779,1117.0239099455257
545,8302956,Venezia,Venezia Ferryport,45.43826,12.307779,8300094,Venezia,Venezia Santa Lucia,45.441397,12.320462,1.0492184925227388
546,8300094,Venezia,Venezia Santa Lucia,45.441397,12.320462,8300120,Verona,Verona Porta Nuova,45.42866,10.982742,104.38726944929574
547,8300120,Verona,Verona Porta Nuova,45.42866,10.982742,8000261,München,München Hbf,48.140364,11.558744,304.69789028994734
548,8000261,München,München Hbf,48.140364,11.558744,8002549,Hamburg,Hamburg Hbf,53.553533,10.00636,611.6644616844644
549,8002549,Hamburg,Hamburg Hbf,53.553533,10.00636,7400004,Malmö,Malmö Central,55.609231,13.00126,299.10798116525643
562,8300094,Venezia,Venezia Santa Lucia,45.441397,12.320462,8300047,Milano,Milano Porta Garibaldi,45.484438,9.187299,244.38320962867564
563,8300047,Milano,Milano Porta Garibaldi,45.484438,9.187299,8300046,Milano,Milano Centrale,45.487143,9.204828,1.3992231258648924
564,8300046,Milano,Milano Centrale,45.487143,9.204828,8000107,Freiburg,Freiburg(Breisgau) Hbf,47.997974,7.841344,297.88361816470285
565,8000107,Freiburg,Freiburg(Breisgau) Hbf,47.997974,7.841344,8002549,Hamburg,Hamburg Hbf,53.553533,10.00636,636.1511340105859
566,8002549,Hamburg,Hamburg Hbf,53.553533,10.00636,8601560,Oerestad,Oerestad st,55.628441,12.578651,284.02919792896563
582,8300120,Verona,Verona Porta Nuova,45.42866,10.982742,8300084,Bolzano,Bolzano/Bozen,46.49638,11.358787,122.23086079136473
583,8300084,Bolzano,Bolzano/Bozen,46.49638,11.358787,8300092,Brennero,Brennero/Brenner,47.002338,11.505428,57.35857018630861
584,8300092,Brennero,Brennero/Brenner,47.002338,11.505428,8100108,Innsbruck,Innsbruck Hbf,47.263331,11.400506,30.086848934580562
585,8100108,Innsbruck,Innsbruck Hbf,47.263331,11.400506,8100001,Kufstein,Kufstein,47.583509,12.165201,67.65404977818724
586,8100001,Kufstein,Kufstein,47.583509,12.165201,8000262,München,München Ost,48.127302,11.604993,73.50711288273904
587,8000262,München,München Ost,48.127302,11.604993,623617,Ostbahnhof,"Ostbahnhof, München",48.128057,11.603645,0.13060464518703463
588,623617,Ostbahnhof,"Ostbahnhof, München",48.128057,11.603645,638145,Odeonsplatz,"Odeonsplatz, München",48.142899,11.576201,2.6213170429568886
589,638145,Odeonsplatz,"Odeonsplatz, München",48.142899,11.576201,638143,Odeonsplatz,"Odeonsplatz, München",48.143411,11.57798,0.143751195102314
590,638143,Odeonsplatz,"Odeonsplatz, München",48.143411,11.57798,624483,Fröttmaning,"Fröttmaning, München",48.211891,11.616769,8.13968827859856
624,8103000,Wien,Wien Hbf,48.184923,16.375865,8100002,Salzburg,Salzburg Hbf,47.813848,13.045514,251.18500815503234
625,8100002,Salzburg,Salzburg Hbf,47.813848,13.045514,8300093,Venezia,Venezia Mestre,45.481903,12.231901,266.6298423151952
644,5100065,Warszawa,Warszawa Centralna,52.228864,21.003233,8103000,Wien,Wien Hbf,48.184923,16.375865,557.1110189430856
645,8103000,Wien,Wien Hbf,48.184923,16.375865,8300098,Padova,Padova,45.417828,11.88062,460.01448590611886
646,8300098,Padova,Padova,45.417828,11.88062,8300293,Bari,Bari Centrale,41.117703,16.870173,625.7075730857136
653,8700013,Paris,Paris Montparnasse,48.840488,2.319577,8700011,Paris,Paris Est,48.876976,2.35912,4.982982775274775
654,8700011,Paris,Paris Est,48.876976,2.35912,8700023,Strasbourg,Strasbourg,48.585339,7.734067,395.46493951648534
655,8700023,Strasbourg,Strasbourg,48.585339,7.734067,8000290,Offenburg,Offenburg,48.476506,7.94677,19.792943265682634
656,8000290,Offenburg,Offenburg,48.476506,7.94677,8500010,Basel,Basel SBB,47.547408,7.589548,106.67326881488809
657,8500010,Basel,Basel SBB,47.547408,7.589548,8300057,Domodossola,Domodossola,46.115292,8.296235,168.07187832956464
658,8300057,Domodossola,Domodossola,46.115292,8.296235,8300046,Milano,Milano Centrale,45.487143,9.204828,99.19297533514664
