airline,airline ID, source airport, source airport id,destination airport, destination airport id, stops, equipment,source_longitude,source_latitude,source_city,source_country,source_country_code,dest_longitude,dest_latitude,dest_city,dest_country,dest_country_code,distance,new_source_latitude,new_source_longitude,new_dest_latitude,new_dest_longitude,new_distance,color,emissions
2N,3652,AJR,730.0,LYC,719.0,0.0,ATP,19.2819004058837,65.5903015136718,Arvidsjaur,Sweden,SE,18.7161998748779,64.5483016967773,Lycksele,Sweden,SE,118.8590409400688,65.59033,19.16682,64.59537,18.67351,113.0197827370422,#FF3333,14124.494503407568
2N,3652,ARN,737.0,GEV,715.0,0.0,ATP,17.918600082397,59.651901245117,Stockholm,Sweden,SE,20.8145999908447,67.1324005126953,Gallivare,Sweden,SE,843.97581484681,59.32938,18.06871,67.1379,20.659362,877.7149049971066,#FF3333,93887.3396331491
2N,3652,ARN,737.0,HAD,709.0,0.0,SF3,17.918600082397,59.651901245117,Stockholm,Sweden,SE,12.8201999664306,56.6911010742187,Halmstad,Sweden,SE,444.4784372618869,59.32938,18.06871,56.67446,12.85676,425.75187012377785,#FF3333,49942.62809880756
2N,3652,ARN,737.0,JKG,688.0,0.0,ATP SF3,17.918600082397,59.651901245117,Stockholm,Sweden,SE,14.0686998367309,57.7575988769531,Joenkoeping,Sweden,SE,306.20541977349114,59.32938,18.06871,57.78145,14.15618,284.76681097047214,#FF3333,34732.59617508403
2N,3652,ARN,737.0,KRF,718.0,0.0,ATP,17.918600082397,59.651901245117,Stockholm,Sweden,SE,17.7688999176025,63.048599243164,Kramfors,Sweden,SE,377.7796235183198,59.32938,18.06871,62.93161,17.77646,400.8557783374671,#FF3333,42605.75858701517
2N,3652,ARN,737.0,KSD,5595.0,0.0,SF3,17.918600082397,59.651901245117,Stockholm,Sweden,SE,13.3374004364,59.4446983336999,Karlstad,Sweden,SE,259.1468311020483,59.32938,18.06871,59.3793,13.50357,258.7567278629139,#FF3333,29556.15142122531
2N,3652,ARN,737.0,LYC,719.0,0.0,ATP,17.918600082397,59.651901245117,Stockholm,Sweden,SE,18.7161998748779,64.5483016967773,Lycksele,Sweden,SE,546.0229776499833,59.32938,18.06871,64.59537,18.67351,586.3970710288169,#FF3333,61112.527541498166
2N,3652,ARN,737.0,MHQ,442.0,0.0,SF3,17.918600082397,59.651901245117,Stockholm,Sweden,SE,19.898199081421,60.122200012207,Mariehamn,Finland,FI,122.18564500712084,59.32938,18.06871,60.09726,19.93481,135.0533963429338,#FF3333,14490.420950783291
2N,3652,ARN,737.0,OER,722.0,0.0,ATR,17.918600082397,59.651901245117,Stockholm,Sweden,SE,18.9899997711181,63.4082984924316,Ornskoldsvik,Sweden,SE,421.5199429806031,59.32938,18.06871,63.29091,18.71525,441.8460772684101,#FF3333,47417.19372786634
2N,3652,ARN,737.0,POR,448.0,0.0,SF3,17.918600082397,59.651901245117,Stockholm,Sweden,SE,21.799999237061,61.461700439453,Pori,Finland,FI,292.3265699251815,59.32938,18.06871,61.48333,21.78333,314.50137787913553,#FF3333,33205.92269176996
2N,3652,ARN,737.0,VBY,746.0,0.0,SF3 ATP,17.918600082397,59.651901245117,Stockholm,Sweden,SE,18.346200942993,57.662799835205,Visby,Sweden,SE,222.55517159028403,59.32938,18.06871,57.64089,18.29602,188.21551565848208,#FF3333,25531.068874931243
2N,3652,ARN,737.0,VHM,729.0,0.0,SF3,17.918600082397,59.651901245117,Stockholm,Sweden,SE,16.8335990905761,64.5791015625,Vilhelmina,Sweden,SE,550.7566446512773,59.32938,18.06871,64.62417,16.65596,593.3238074873924,#FF3333,61633.2309116405
2N,3652,ARN,737.0,VXO,711.0,0.0,SF3,17.918600082397,59.651901245117,Stockholm,Sweden,SE,14.7279996871948,56.929100036621,Vaxjo,Sweden,SE,355.4905069725591,59.32938,18.06871,56.87767,14.80906,333.0812260728885,#FF3333,40153.955766981504
2N,3652,GEV,715.0,KRF,718.0,0.0,ATP,20.8145999908447,67.1324005126953,Gallivare,Sweden,SE,17.7688999176025,63.048599243164,Kramfors,Sweden,SE,475.83525850542674,67.1379,20.659362,62.93161,17.77646,486.76594679470065,#FF3333,53391.87843559694
2N,3652,HAD,709.0,JKG,688.0,0.0,ATP SF3,12.8201999664306,56.6911010742187,Halmstad,Sweden,SE,14.0686998367309,57.7575988769531,Joenkoeping,Sweden,SE,140.39235940113258,56.67446,12.85676,57.78145,14.15618,145.8315986006042,#FF3333,16493.159534124585
2N,3652,HAD,709.0,VXO,711.0,0.0,SF3,12.8201999664306,56.6911010742187,Halmstad,Sweden,SE,14.7279996871948,56.929100036621,Vaxjo,Sweden,SE,119.10046954751996,56.67446,12.85676,56.87767,14.80906,121.06691934471257,#FF3333,14151.051650227197
2N,3652,HMV,5599.0,VHM,729.0,0.0,SF3,15.082799911499,65.8060989379882,Hemavan,Sweden,SE,16.8335990905761,64.5791015625,Vilhelmina,Sweden,SE,159.0043875931279,65.803663452,15.076333028,64.62417,16.65596,150.4010117289341,#FF3333,18540.48263524407
2N,3652,KOK,435.0,POR,448.0,0.0,SF3,23.143100738525,63.721199035645,Kruunupyy,Finland,FI,21.799999237061,61.461700439453,Pori,Finland,FI,260.46635412823167,63.72859,23.03387,61.48333,21.78333,257.7164437919871,#FF3333,29701.298954105485
2N,3652,MHQ,442.0,TKU,460.0,0.0,SF3,19.898199081421,60.122200012207,Mariehamn,Finland,FI,22.262800216675,60.514099121094,Turku,Finland,FI,137.289351302003,60.09726,19.93481,60.45148,22.26869,134.56475235561194,#FF3333,16151.828643220331
3L,2916,DUS,345.0,FDH,382.0,0.0,DH3,67.6678,51.289501,Dusseldorf,Germany,DE,95.1148986816,47.6712989806999,Friedrichshafen,Germany,DE,2010.82429906842,51.22172,6.77616,47.65689,9.47554,441.7620419014955,#FF3333,222240.6728975262
3L,2916,EBA,1558.0,FDH,382.0,0.0,DH3,10.2394,42.7603,Marina Di Campo,Italy,IT,95.1148986816,47.6712989806999,Friedrichshafen,Germany,DE,6327.078014830052,42.742498,10.233175,47.65689,9.47554,549.6623445255372,#FF3333,697028.5816313057
3L,2916,EBA,1558.0,MUC,346.0,0.0,DH3,10.2394,42.7603,Marina Di Campo,Italy,IT,11.7861,48.353802,Munchen,Germany,DE,633.4820175620449,42.742498,10.233175,48.13743,11.57549,608.934685937137,#FF3333,70733.02193182494
3L,2916,FDH,382.0,HAM,342.0,0.0,AT7,95.1148986816,47.6712989806999,Friedrichshafen,Germany,DE,99.882297515869,53.630401611328,Hamburg,Germany,DE,742.5932086550536,47.65689,9.47554,53.57532,10.01534,659.1951623486393,#FF3333,82735.25295205589
3L,2916,FDH,382.0,OLB,1520.0,0.0,AT7,95.1148986816,47.6712989806999,Friedrichshafen,Germany,DE,95.1763,40.898701,Olbia,Italy,IT,753.0943252362437,47.65689,9.47554,36.90812,30.69556,2104.5019700013218,#FF3333,83890.3757759868
3L,2916,FDH,382.0,TXL,351.0,0.0,AT7,95.1148986816,47.6712989806999,Friedrichshafen,Germany,DE,13.2877,52.5597,Berlin,Germany,DE,5539.773878589511,47.65689,9.47554,52.52437,13.41053,609.4878872197481,#FF3333,610425.1266448462
3L,2916,FDH,382.0,ZAD,1209.0,0.0,AT7,95.1148986816,47.6712989806999,Friedrichshafen,Germany,DE,15.3467,44.108299,Zadar,Croatia,HR,5904.240295519178,47.65689,9.47554,44.11578,15.22514,593.9183103853754,#FF3333,650516.4325071096
3L,2916,FMM,3986.0,NAP,1561.0,0.0,AT7,10.2395000458,47.9888000487999,Memmingen,Germany,DE,14.2908,40.886002,Naples,Italy,IT,852.4672741359615,47.98372,10.18527,40.85631,14.24641,855.3302029342465,#FF3333,94821.40015495576
4U,2548,AGP,1230.0,STR,350.0,0.0,320 319,-4.49911022186279,36.6749000549316,Malaga,Spain,ES,92.2196006775,48.6898994445999,Stuttgart,Germany,DE,7477.950959690993,36.72016,-4.42034,48.78232,9.17702,1735.699635911198,#FF3333,823624.6055660092
4U,2548,AGP,1230.0,TXL,351.0,0.0,319,-4.49911022186279,36.6749000549316,Malaga,Spain,ES,13.2877,52.5597,Berlin,Germany,DE,2245.875742829094,36.72016,-4.42034,52.52437,13.41053,2240.9937114057702,#FF3333,248096.3317112004
4U,2548,AMS,580.0,HAM,342.0,0.0,CRJ,47.6389,52.308601,Amsterdam,Netherlands,NL,99.882297515869,53.630401611328,Hamburg,Germany,DE,3422.1585210986163,52.37403,4.88969,53.57532,10.01534,368.1770424619685,#FF3333,377487.4373208478
4U,2548,AOI,4309.0,DUS,345.0,0.0,CRJ,13.3623,43.616299,Ancona,Italy,IT,67.6678,51.289501,Dusseldorf,Germany,DE,4073.6281898403854,43.5942,13.50337,51.22172,6.77616,986.7865405544156,#FF3333,449149.1008824424
4U,2548,AOI,4309.0,TXL,351.0,0.0,CRJ,13.3623,43.616299,Ancona,Italy,IT,13.2877,52.5597,Berlin,Germany,DE,994.476106908556,43.5942,13.50337,52.52437,13.41053,993.0133396660527,#FF3333,110442.37175994116
4U,2548,ARN,737.0,CGN,344.0,0.0,CRJ,17.918600082397,59.651901245117,Stockholm,Sweden,SE,71.427397728,50.8658981323,Cologne,Germany,DE,3424.0314685734475,59.32938,18.06871,50.93333,6.95,1167.782409378115,#FF3333,377693.4615430792
4U,2548,ARN,737.0,DUS,345.0,0.0,CRJ,17.918600082397,59.651901245117,Stockholm,Sweden,SE,67.6678,51.289501,Dusseldorf,Germany,DE,3185.873027532305,59.32938,18.06871,51.22172,6.77616,1147.63355090675,#FF3333,351496.03302855353
4U,2548,ARN,737.0,HAM,342.0,0.0,CRJ,17.918600082397,59.651901245117,Stockholm,Sweden,SE,99.882297515869,53.630401611328,Hamburg,Germany,DE,4730.680884719118,59.32938,18.06871,53.57532,10.01534,807.70376371309,#FF3333,521424.89731910295
4U,2548,ATH,3941.0,CGN,344.0,0.0,319,23.9444999695,37.9364013672,Athens,Greece,GR,71.427397728,50.8658981323,Cologne,Germany,DE,3956.65576721408,37.97945,23.71622,50.93333,6.95,1951.9116530569388,#FF3333,436282.1343935488
4U,2548,ATH,3941.0,STR,350.0,0.0,319,23.9444999695,37.9364013672,Athens,Greece,GR,92.2196006775,48.6898994445999,Stuttgart,Germany,DE,5461.600019998361,37.97945,23.71622,48.78232,9.17702,1674.8176026461172,#FF3333,601826.0021998197
4U,2548,BCN,1218.0,CGN,344.0,0.0,320 319,20.7846,41.2971,City of Barcelona,Spain,ES,71.427397728,50.8658981323,Cologne,Germany,DE,3963.881903341737,41.38879,2.15899,50.93333,6.95,1123.0041882857086,#FF3333,437077.0093675911
4U,2548,BCN,1218.0,DUS,345.0,0.0,320 319,20.7846,41.2971,City of Barcelona,Spain,ES,67.6678,51.289501,Dusseldorf,Germany,DE,3699.192742430376,41.38879,2.15899,51.22172,6.77616,1148.8650182468236,#FF3333,407961.20166734135
4U,2548,BCN,1218.0,HAJ,352.0,0.0,319,20.7846,41.2971,City of Barcelona,Spain,ES,96.8507957458,52.461101532,Hanover,Germany,DE,5636.258194439566,41.38879,2.15899,52.37052,9.73322,1348.2482769843702,#FF3333,621038.4013883523
4U,2548,BCN,1218.0,HAM,342.0,0.0,319,20.7846,41.2971,City of Barcelona,Spain,ES,99.882297515869,53.630401611328,Hamburg,Germany,DE,5782.063448969966,41.38879,2.15899,53.57532,10.01534,1475.9687211805754,#FF3333,637076.9793866962
4U,2548,BCN,1218.0,STR,350.0,0.0,319 320,20.7846,41.2971,City of Barcelona,Spain,ES,92.2196006775,48.6898994445999,Stuttgart,Germany,DE,5469.001044991673,41.38879,2.15899,48.78232,9.17702,988.7266444527064,#FF3333,602640.114949084
4U,2548,BDS,1506.0,STR,350.0,0.0,319,17.947001,40.6576,Brindisi,Italy,IT,92.2196006775,48.6898994445999,Stuttgart,Germany,DE,5705.097669927809,40.63215,17.93607,48.78232,9.17702,1138.7721859823623,#FF3333,628610.743692059
4U,2548,BIA,1321.0,CGN,344.0,0.0,319,94.8373031616211,42.5527000427246,Bastia,France,FR,71.427397728,50.8658981323,Cologne,Germany,DE,1998.090925209343,45.38609,11.65196,50.93333,6.95,708.2497972433314,#FF3333,220840.00177302773
4U,2548,BIA,1321.0,DUS,345.0,0.0,320,94.8373031616211,42.5527000427246,Bastia,France,FR,67.6678,51.289501,Dusseldorf,Germany,DE,2263.2281943431644,45.38609,11.65196,51.22172,6.77616,741.9828580849986,#FF3333,250005.1013777481
4U,2548,BIA,1321.0,HAM,342.0,0.0,CRJ,94.8373031616211,42.5527000427246,Bastia,France,FR,99.882297515869,53.630401611328,Hamburg,Germany,DE,1286.6901170222718,45.38609,11.65196,53.57532,10.01534,918.1782360531687,#FF3333,142585.9128724499
4U,2548,BIA,1321.0,STR,350.0,0.0,319,94.8373031616211,42.5527000427246,Bastia,France,FR,92.2196006775,48.6898994445999,Stuttgart,Germany,DE,712.0257271145409,45.38609,11.65196,48.78232,9.17702,421.5221672482987,#FF3333,79372.8299825995
4U,2548,BIA,1321.0,TXL,351.0,0.0,320,94.8373031616211,42.5527000427246,Bastia,France,FR,13.2877,52.5597,Berlin,Germany,DE,5885.793810567363,45.38609,11.65196,52.52437,13.41053,803.9931316330681,#FF3333,648487.3191624099
4U,2548,BIO,1216.0,DUS,345.0,0.0,CRJ,-2.91060996055603,43.3011016845703,Bilbao,Spain,ES,67.6678,51.289501,Dusseldorf,Germany,DE,5186.796321004969,43.26271,-2.92528,51.22172,6.77616,1146.7352362273891,#FF3333,571597.5953105466
4U,2548,BIO,1216.0,STR,350.0,0.0,CRJ 319,-2.91060996055603,43.3011016845703,Bilbao,Spain,ES,92.2196006775,48.6898994445999,Stuttgart,Germany,DE,6874.362863807702,43.26271,-2.92528,48.78232,9.17702,1115.9386946317368,#FF3333,757229.9150188472
4U,2548,BLQ,1538.0,CGN,344.0,0.0,319,11.2887,44.5354,Bologna,Italy,IT,71.427397728,50.8658981323,Cologne,Germany,DE,4428.222909234227,44.49381,11.33875,50.93333,6.95,787.3848411019326,#FF3333,488154.5200157649
4U,2548,BLQ,1538.0,TXL,351.0,0.0,319,11.2887,44.5354,Bologna,Italy,IT,13.2877,52.5597,Berlin,Germany,DE,904.2179487381708,44.49381,11.33875,52.52437,13.41053,905.8037193602242,#FF3333,100513.97436119878
4U,2548,BRE,353.0,STR,350.0,0.0,319 CRJ,87.8666973114,53.0475006104,Bremen,Germany,DE,92.2196006775,48.6898994445999,Stuttgart,Germany,DE,572.5515059803386,53.07516,8.80777,48.78232,9.17702,478.041192092563,#FF3333,64030.66565783724
4U,2548,BRI,1501.0,CGN,344.0,0.0,319,16.760599,41.138901,Bari,Italy,IT,71.427397728,50.8658981323,Cologne,Germany,DE,4254.451909733391,37.65409,40.54635,50.93333,6.95,3017.549687203993,#FF3333,469039.710070673
4U,2548,BRI,1501.0,DUS,345.0,0.0,CRJ,16.760599,41.138901,Bari,Italy,IT,67.6678,51.289501,Dusseldorf,Germany,DE,3988.4969713287337,37.65409,40.54635,51.22172,6.77616,3038.225692478897,#FF3333,439784.6668461607
4U,2548,BRI,1501.0,STR,350.0,0.0,319,16.760599,41.138901,Bari,Italy,IT,92.2196006775,48.6898994445999,Stuttgart,Germany,DE,5755.156485957354,37.65409,40.54635,48.78232,9.17702,2800.3626766283055,#FF3333,634117.2134553089
4U,2548,BRU,302.0,STR,350.0,0.0,319 CRJ,44.8443984985,50.9014015198,Brussels,Belgium,BE,92.2196006775,48.6898994445999,Stuttgart,Germany,DE,3350.59871217038,43.74316,-81.24998,48.78232,9.17702,415.6646182300291,#FF3333,369615.8583387418
4U,2548,BSL,1423.0,DUS,345.0,0.0,CRJ,75.291667,47.59,Mulhouse,France,FR,67.6678,51.289501,Dusseldorf,Germany,DE,687.2320727597613,47.75205,7.32866,51.22172,6.77616,387.8651982553251,#FF3333,76645.52800357374
4U,2548,BUD,1489.0,CGN,344.0,0.0,319 320 CRJ,19.261093,47.42976,Budapest,Hungary,HU,71.427397728,50.8658981323,Cologne,Germany,DE,3733.777960840891,47.49835,19.04045,50.93333,6.95,956.1774610352853,#FF3333,411765.575692498
4U,2548,BUD,1489.0,HAM,342.0,0.0,CRJ,19.261093,47.42976,Budapest,Hungary,HU,99.882297515869,53.630401611328,Hamburg,Germany,DE,5429.04019831576,47.49835,19.04045,53.57532,10.01534,927.8317414894605,#FF3333,598244.4218147335
4U,2548,BUD,1489.0,STR,350.0,0.0,319 CRJ,19.261093,47.42976,Budapest,Hungary,HU,92.2196006775,48.6898994445999,Stuttgart,Germany,DE,5208.202416604245,47.49835,19.04045,48.78232,9.17702,745.1110983578973,#FF3333,573952.265826467
4U,2548,CAG,1519.0,CGN,344.0,0.0,319,90.5428,39.251499,Cagliari,Italy,IT,71.427397728,50.8658981323,Cologne,Germany,DE,1969.9380105445605,39.23054,9.11917,50.93333,6.95,1312.2330863239229,#FF3333,217743.18115990167
4U,2548,CAG,1519.0,DUS,345.0,0.0,CRJ,90.5428,39.251499,Cagliari,Italy,IT,67.6678,51.289501,Dusseldorf,Germany,DE,2219.6023003016417,39.23054,9.11917,51.22172,6.77616,1345.7390396796422,#FF3333,245206.25303318055
4U,2548,CAG,1519.0,STR,350.0,0.0,319,90.5428,39.251499,Cagliari,Italy,IT,92.2196006775,48.6898994445999,Stuttgart,Germany,DE,1057.9726746458564,39.23054,9.11917,48.78232,9.17702,1062.1194650177542,#FF3333,117426.9942110442
4U,2548,CDG,1382.0,HAM,342.0,0.0,319 CRJ,25.5,49.012798,Paris,France,FR,99.882297515869,53.630401611328,Hamburg,Germany,DE,4954.761560006436,-26.9033,27.45727,53.57532,10.01534,747.1726746631396,#FF3333,546073.771600708
4U,2548,CFU,1460.0,CGN,344.0,0.0,320 319,19.9116992950439,39.6018981933593,Kerkyra/corfu,Greece,GR,71.427397728,50.8658981323,Cologne,Germany,DE,4130.785832451878,39.62069,19.91975,50.93333,6.95,1611.326719398501,#FF3333,455436.4415697066
4U,2548,CFU,1460.0,DRS,338.0,0.0,319,19.9116992950439,39.6018981933593,Kerkyra/corfu,Greece,GR,13.7672004699707,51.1328010559082,Dresden,Germany,DE,1367.882383009698,39.62069,19.91975,51.05089,13.73832,1358.5168206828569,#FF3333,151517.06213106678
4U,2548,CFU,1460.0,STR,350.0,0.0,319,19.9116992950439,39.6018981933593,Kerkyra/corfu,Greece,GR,92.2196006775,48.6898994445999,Stuttgart,Germany,DE,5637.493432162524,39.62069,19.91975,48.78232,9.17702,1328.1931443791602,#FF3333,621174.2775378777
4U,2548,CGN,344.0,CLY,1322.0,0.0,319,71.427397728,50.8658981323,Cologne,Germany,DE,87.930556,42.5244444,Calvi,France,FR,1557.6917754393226,50.93333,6.95,42.56604,8.75713,940.4533277627437,#FF3333,172396.09529832547
4U,2548,CGN,344.0,CTA,1509.0,0.0,319,71.427397728,50.8658981323,Cologne,Germany,DE,15.0664,37.466801,Catania,Italy,IT,4610.888651897897,50.93333,6.95,37.49223,15.07041,1626.3123320806833,#FF3333,508247.7517087687
4U,2548,CGN,344.0,DBV,1200.0,0.0,319,71.427397728,50.8658981323,Cologne,Germany,DE,18.2681999206542,42.5614013671875,Dubrovnik,Croatia,HR,4063.729475636496,50.93333,6.95,46.65139,16.3525,836.3123697881819,#FF3333,448060.2423200146
4U,2548,CGN,344.0,DRS,338.0,0.0,319 CRJ,71.427397728,50.8658981323,Cologne,Germany,DE,13.7672004699707,51.1328010559082,Dresden,Germany,DE,3928.879536461977,50.93333,6.95,51.05089,13.73832,475.1201676818983,#FF3333,433226.74901081744
4U,2548,CGN,344.0,DUB,599.0,0.0,319,71.427397728,50.8658981323,Cologne,Germany,DE,-6.27007,53.421299,Dublin,Ireland,IE,5040.367255820282,50.93333,6.95,53.33306,-6.24889,938.0030271507288,#FF3333,555490.3981402309
4U,2548,CGN,344.0,FAO,1626.0,0.0,319 320,71.427397728,50.8658981323,Cologne,Germany,DE,-7.96590995789,37.0144004822,Faro,Portugal,PT,6222.81171682027,50.93333,6.95,38.26794,15.58268,1562.885353861736,#FF3333,685559.2888502297
4U,2548,CGN,344.0,FCO,1555.0,0.0,319 320,71.427397728,50.8658981323,Cologne,Germany,DE,12.2388889,41.8002778,Rome,Italy,IT,4526.870089103496,50.93333,6.95,41.89193,12.51133,1091.2471353964293,#FF3333,499005.7098013845
4U,2548,CGN,344.0,FDH,382.0,0.0,319 CRJ,71.427397728,50.8658981323,Cologne,Germany,DE,95.1148986816,47.6712989806999,Friedrichshafen,Germany,DE,1746.9756685100083,50.93333,6.95,47.65689,9.47554,407.7063216569599,#FF3333,193217.3235361009
4U,2548,CGN,344.0,HAM,342.0,0.0,319 CRJ,71.427397728,50.8658981323,Cologne,Germany,DE,99.882297515869,53.630401611328,Hamburg,Germany,DE,1947.9039905406923,50.93333,6.95,53.57532,10.01534,360.26097013569336,#FF3333,215319.43895947616
4U,2548,CGN,344.0,HDF,5557.0,0.0,CRJ,71.427397728,50.8658981323,Cologne,Germany,DE,14.152299881,53.8787002563,Heringsdorf,Germany,DE,3795.854984021648,50.93333,6.95,54.301,11.00658,463.76112484599344,#FF3333,418594.0482423813
4U,2548,CGN,344.0,HER,1452.0,0.0,320 319,71.427397728,50.8658981323,Cologne,Germany,DE,25.1802997589,35.3396987915,Heraklion,Greece,GR,4049.523289081322,50.93333,6.95,35.32787,25.14341,2265.6256417011405,#FF3333,446497.5617989454
4U,2548,CGN,344.0,IBZ,1225.0,0.0,320 319,71.427397728,50.8658981323,Cologne,Germany,DE,13.7311995028999,38.8728981018,Ibiza,Spain,ES,4610.343426834289,50.93333,6.95,38.90883,1.43296,1404.8445692669761,#FF3333,508187.7769517718
4U,2548,CGN,344.0,JMK,1468.0,0.0,319,71.427397728,50.8658981323,Cologne,Germany,DE,25.3481006622314,37.4351005554199,Mykonos,Greece,GR,3892.0678028409534,50.93333,6.95,37.44529,25.32872,2085.560851076779,#FF3333,429177.45831250487
4U,2548,CGN,344.0,JTR,1479.0,0.0,319,71.427397728,50.8658981323,Cologne,Germany,DE,25.479299545288,36.3992004394531,Thira,Greece,GR,3954.0678299620768,50.93333,6.95,36.42107,25.43087,2181.6250827499816,#FF3333,435997.46129582846
4U,2548,CGN,344.0,KGS,1458.0,0.0,319,71.427397728,50.8658981323,Cologne,Germany,DE,27.0916996002197,36.7933006286621,Kos,Greece,GR,3814.2492051378586,50.93333,6.95,40.30011,44.16107,3085.842856423188,#FF3333,420617.4125651645
4U,2548,CGN,344.0,KLU,4322.0,0.0,CRJ,71.427397728,50.8658981323,Cologne,Germany,DE,14.3377,46.642502,Klagenfurt,Austria,AT,4106.065303969489,50.93333,6.95,46.62472,14.30528,720.4853844228694,#FF3333,452717.1834366438
4U,2548,CGN,344.0,KVA,1462.0,0.0,319 320,71.427397728,50.8658981323,Cologne,Germany,DE,24.6191997528076,40.9132995605468,Kavala,Greece,GR,3718.564008006927,50.93333,6.95,40.93959,24.40687,1740.8436076902253,#FF3333,410092.040880762
4U,2548,CGN,344.0,LEJ,348.0,0.0,CRJ 319 320,71.427397728,50.8658981323,Cologne,Germany,DE,12.236389,51.423889,Leipzig,Germany,DE,4014.341218087776,50.93333,6.95,46.30452,29.01519,1694.1971552250516,#FF3333,442627.5339896553
4U,2548,CGN,344.0,LIS,1638.0,0.0,319 320,71.427397728,50.8658981323,Cologne,Germany,DE,-9.13592,38.7813,Lisbon,Portugal,PT,6170.532514203925,50.93333,6.95,38.71667,-9.13333,1850.6163468066425,#FF3333,679808.5765624318
4U,2548,CGN,344.0,LPA,1054.0,0.0,319,71.427397728,50.8658981323,Cologne,Germany,DE,-1.53865995407104,27.931900024414,Gran Canaria,Spain,ES,6473.556942407439,50.93333,6.95,28.09973,-15.41343,NA,#FF3333,713141.2636648184
4U,2548,CGN,344.0,MXP,1524.0,0.0,319 CRJ,71.427397728,50.8658981323,Cologne,Germany,DE,87.2811,45.6306,Milan,Italy,IT,1306.6886516710351,50.93333,6.95,45.46427,9.18951,630.2966522765606,#FF3333,144785.75168381387
4U,2548,CGN,344.0,NAP,1561.0,0.0,319 320,71.427397728,50.8658981323,Cologne,Germany,DE,14.2908,40.886002,Naples,Italy,IT,4441.900321956353,50.93333,6.95,40.85631,14.24641,1253.2835479730707,#FF3333,489659.0354151988
4U,2548,CGN,344.0,NCE,1354.0,0.0,319 320,71.427397728,50.8658981323,Cologne,Germany,DE,72.1586990356,43.6584014893,Nice,France,FR,803.3234828271391,50.93333,6.95,43.70313,7.26608,804.3124297165936,#FF3333,89415.5831109853
4U,2548,CGN,344.0,OLB,1520.0,0.0,319,71.427397728,50.8658981323,Cologne,Germany,DE,95.1763,40.898701,Olbia,Italy,IT,2132.363077588569,50.93333,6.95,36.90812,30.69556,2440.427448479866,#FF3333,235609.9385347426
4U,2548,CGN,344.0,PMI,3998.0,0.0,320 319,71.427397728,50.8658981323,Cologne,Germany,DE,27.3881006241,39.551700592,Palma,Spain,ES,3609.534047203676,50.93333,6.95,22.71046,-101.79187,NA,#FF3333,398098.7451924044
4U,2548,CGN,344.0,PMO,1512.0,0.0,319 CRJ,71.427397728,50.8658981323,Cologne,Germany,DE,13.091,38.175999,Palermo,Italy,IT,4701.291683171166,50.93333,6.95,38.13205,13.33561,1509.326106668922,#FF3333,518192.0851488283
4U,2548,CGN,344.0,PRG,1587.0,0.0,319 320 CRJ,71.427397728,50.8658981323,Cologne,Germany,DE,14.26,50.1008,Prague,Czech Republic,CZ,3942.416383523055,50.93333,6.95,50.08804,14.42076,536.3287129549714,#FF3333,434715.8021875361
4U,2548,CGN,344.0,PSA,1562.0,0.0,319,71.427397728,50.8658981323,Cologne,Germany,DE,10.3927,43.683899,Pisa,Italy,IT,4538.9273410834185,50.93333,6.95,43.70853,10.4036,844.239524614557,#FF3333,500332.00751917606
4U,2548,CGN,344.0,PUY,1203.0,0.0,319 CRJ,71.427397728,50.8658981323,Cologne,Germany,DE,13.9222002029418,44.8935012817382,Pula,Croatia,HR,4229.038041018201,50.93333,6.95,39.00727,9.00223,1335.76682783352,#FF3333,466244.1845120021
4U,2548,CGN,344.0,RHO,1472.0,0.0,320,71.427397728,50.8658981323,Cologne,Germany,DE,28.0862007141113,36.4053993225097,Rhodos,Greece,GR,3772.069649680521,50.93333,6.95,36.43556,28.22199,2334.5200707615877,#FF3333,415977.6614648573
4U,2548,CGN,344.0,RJK,1205.0,0.0,319,71.427397728,50.8658981323,Cologne,Germany,DE,14.5703001022338,45.2168998718261,Rijeka,Croatia,HR,4166.973097421139,50.93333,6.95,46.13028,16.76694,897.5299424563867,#FF3333,459417.0407163253
4U,2548,CGN,344.0,RLG,772.0,0.0,319,71.427397728,50.8658981323,Cologne,Germany,DE,12.2783002852999,53.9182014465,Laage,Germany,DE,3910.24225584568,50.93333,6.95,53.9256,12.34694,494.3178293376912,#FF3333,431176.6481430248
4U,2548,CGN,344.0,SKG,1486.0,0.0,319 320,71.427397728,50.8658981323,Cologne,Germany,DE,22.9708995819091,40.5196990966796,Thessaloniki,Greece,GR,3858.45119949627,50.93333,6.95,40.64361,22.93086,1679.926922952482,#FF3333,425479.6319445897
4U,2548,CGN,344.0,SPU,1206.0,0.0,319,71.427397728,50.8658981323,Cologne,Germany,DE,16.2980003356933,43.5388984680175,Split,Croatia,HR,4143.170847145542,50.93333,6.95,43.50891,16.43915,1091.4320007802787,#FF3333,456798.7931860096
4U,2548,CGN,344.0,SUF,1508.0,0.0,319,71.427397728,50.8658981323,Cologne,Germany,DE,16.2423,38.905399,Lamezia,Italy,IT,4432.800559429909,50.93333,6.95,38.96255,16.30938,1518.4968780159747,#FF3333,488658.0615372901
4U,2548,CGN,344.0,SZG,1612.0,0.0,319,71.427397728,50.8658981323,Cologne,Germany,DE,13.0043001175,47.7933006286999,Salzburg,Austria,AT,4135.865339306818,50.93333,6.95,47.79941,13.04399,561.9710940078614,#FF3333,455995.18732375
